uid,code,description
Vwvl3UJliHO,V567,V567 Occupant of pickup truck or van injured in collision with other nonmotor vehicle person on outside of vehicle traffic accident
HYJIQ84srpu,V569,V569 Occupant of pickup truck or van injured in collision with other nonmotor vehicle unspecified occupant of pickup truck or van traffic accident
R7wtc26xo56,V57,V57 Occupant of pickup truck or van injured in collision with fixed or stationary object
uyaovu9ML68,V570,V570 Occupant of pickup truck or van injured in collision with fixed or stationary object driver nontraffic accident
hlT2XquekTp,V571,V571 Occupant of pickup truck or van injured in collision with fixed or stationary object passenger nontraffic accident
GRg8VPtkoav,V572,V572 Occupant of pickup truck or van injured in collision with fixed or stationary object person on outside of vehicle nontraffic accident
kONTIHj0HrV,V573,V573 Occupant of pickup truck or van injured in collision with fixed or stationary object unspecified occupant of pickup truck or van nontraffic accident
lxLjbFJyuf1,V574,V574 Occupant of pickup truck or van injured in collision with fixed or stationary object while boarding or alighting
ve81OoLTzkN,V575,V575 Occupant of pickup truck or van injured in collision with fixed or stationary object driver traffic accident
ir0Ev6sEreU,V576,V576 Occupant of pickup truck or van injured in collision with fixed or stationary object passenger traffic accident
fXp1xv2b9C6,V577,V577 Occupant of pickup truck or van injured in collision with fixed or stationary object person on outside of vehicle traffic accident
EYmYFIRHFZG,V579,V579 Occupant of pickup truck or van injured in collision with fixed or stationary object unspecified occupant of pickup truck or van traffic accident
ojSNEKVrRiX,V58,V58 Occupant of pickup truck or van injured in noncollision transport accident
vBCogoxhBAn,V580,V580 Occupant of pickup truck or van injured in noncollision transport accident driver nontraffic accident
gyIDUiEMZU3,V581,V581 Occupant of pickup truck or van injured in noncollision transport accident passenger nontraffic accident
DoMy40AykkI,V582,V582 Occupant of pickup truck or van injured in noncollision transport accident person on outside of vehicle nontraffic accident
Y7p5BEWrTeL,V583,V583 Occupant of pickup truck or van injured in noncollision transport accident unspecified occupant of pickup truck or van nontraffic accident
PTdDT73wLUi,V584,V584 Occupant of pickup truck or van injured in noncollision transport accident while boarding or alighting
uJM8Yk1fHQA,V585,V585 Occupant of pickup truck or van injured in noncollision transport accident driver traffic accident
GRYQ1Y69WZg,V586,V586 Occupant of pickup truck or van injured in noncollision transport accident passenger traffic accident
C9hoPWotFsE,V587,V587 Occupant of pickup truck or van injured in noncollision transport accident person on outside of vehicle traffic accident
iu3UMWbdxGs,V803,V803 Rider or occupant injured in collision with two or threewheeled motor vehicle
e7oJm5lqGSs,V589,V589 Occupant of pickup truck or van injured in noncollision transport accident unspecified occupant of pickup truck or van traffic accident
fnlEf2AuW9m,V59,V59 Occupant of pickup truck or van injured in other and unspecified transport accidents
mCPrIkrG2jw,V590,V590 Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
GDY4siY3VPr,V591,V591 Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
rjFgRT9SjGu,V592,V592 Unspecified occupant of pickup truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
n7Pmt3qJKbs,V593,V593 Occupant any of pickup truck or van injured in unspecified nontraffic accident
K45EN4EYvRT,V594,V594 Driver injured in collision with other and unspecified motor vehicles in traffic accident
KP84aW7NiLx,V595,V595 Passenger injured in collision with other and unspecified motor vehicles in traffic accident
JxqTHwgWQTo,W253,W253 Contact with sharp glass sports and athletics area
oBpp5SIed7q,V596,V596 Unspecified occupant of pickup truck or van injured in collision with other and unspecified motor vehicles in traffic accident
O2ph1Da9IZI,V598,V598 Occupant any of pickup truck or van injured in other specified transport accidents
X5GvLKWpCOv,W058,W058 Fall involving wheelchair other specified places
mphbCB2tSDI,V599,V599 Occupant any of pickup truck or van injured in unspecified traffic accident
slxABRyMJoR,V60,V60 Occupant of heavy transport vehicle injured in collision with pedestrian or animal
a1PpPjSvGv0,V600,V600 Occupant of heavy transport vehicle injured in collision with pedestrian or animal driver nontraffic accident
FkfDLYJ0VgK,V601,V601 Occupant of heavy transport vehicle injured in collision with pedestrian or animal passenger nontraffic accident
R5WvLMAVAJg,V602,V602 Occupant of heavy transport vehicle injured in collision with pedestrian or animal person on outside of vehicle nontraffic accident
pCJAn9rWIFK,V603,V603 Occupant of heavy transport vehicle injured in collision with pedestrian or animal unspecified occupant of heavy transport vehicle nontraffic accident
RWZrSPJciUD,V604,V604 Occupant of heavy transport vehicle injured in collision with pedestrian or animal while boarding or alighting
OrES2NQLO3b,V605,V605 Occupant of heavy transport vehicle injured in collision with pedestrian or animal driver traffic accident
mfBMmGqhQjp,V606,V606 Occupant of heavy transport vehicle injured in collision with pedestrian or animal passenger traffic accident
IWlefDsCvOc,V607,V607 Occupant of heavy transport vehicle injured in collision with pedestrian or animal person on outside of vehicle traffic accident
jHyVxtOfI2a,V609,V609 Occupant of heavy transport vehicle injured in collision with pedestrian or animal unspecified occupant of heavy transport vehicle traffic accident
DPmUuXf36sr,V61,V61 Occupant of heavy transport vehicle injured in collision with pedal cycle
qc9LPx3snOj,V610,V610 Occupant of heavy transport vehicle injured in collision with pedal cycle driver nontraffic accident
exZaGsoBWFt,V611,V611 Occupant of heavy transport vehicle injured in collision with pedal cycle passenger nontraffic accident
rgwYxHEtYam,V612,V612 Occupant of heavy transport vehicle injured in collision with pedal cycle person on outside of vehicle nontraffic accident
EDAXOiDNTF7,V613,V613 Occupant of heavy transport vehicle injured in collision with pedal cycle unspecified occupant of heavy transport vehicle nontraffic accident
vT7TkYipvy8,V614,V614 Occupant of heavy transport vehicle injured in collision with pedal cycle while boarding or alighting
i9TlKSDi9Xy,V615,V615 Occupant of heavy transport vehicle injured in collision with pedal cycle driver traffic accident
eQd9noM4WLR,V616,V616 Occupant of heavy transport vehicle injured in collision with pedal cycle passenger traffic accident
xB1LaDI2MhB,V617,V617 Occupant of heavy transport vehicle injured in collision with pedal cycle person on outside of vehicle traffic accident
CBX5iptlW5J,V619,V619 Occupant of heavy transport vehicle injured in collision with pedal cycle unspecified occupant of heavy transport vehicle traffic accident
HYoRRj2iIhP,V62,V62 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle
CxYUzk5BpEc,V620,V620 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle driver nontraffic accident
VDpjBDpV07X,V621,V621 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle passenger nontraffic accident
trccLq60774,V622,V622 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle person on outside of vehicle nontraffic accident
SIgaSyiSUFZ,V623,V623 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle unspecified occupant of heavy transport vehicle nontraffic accident
aFTrFWsbN0c,V624,V624 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle while boarding or alighting
DiQ4eufF1cz,V625,V625 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle driver traffic accident
gwy34ro8lgj,V626,V626 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle passenger traffic accident
D2NbTAT4skr,V627,V627 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle person on outside of vehicle traffic accident
Gn8V43cIIsS,V629,V629 Occupant of heavy transport vehicle injured in collision with two or threewheeled motor vehicle unspecified occupant of heavy transport vehicle traffic accident
Nyz0uw3coqe,V63,V63 Occupant of heavy transport vehicle injured in collision with car pickup truck or van
uJIGiSPEcuL,V630,V630 Occupant of heavy transport vehicle injured in collision with car pickup truck or van driver nontraffic accident
Rdt8ZyBenXz,V631,V631 Occupant of heavy transport vehicle injured in collision with car pickup truck or van passenger nontraffic accident
nkIqhugG0Bs,V632,V632 Occupant of heavy transport vehicle injured in collision with car pickup truck or van person on outside of vehicle nontraffic accident
d9D5N2MiCdj,V633,V633 Occupant of heavy transport vehicle injured in collision with car pickup truck or van unspecified occupant of heavy transport vehicle nontraffic accident
IH85m9mfUL2,V634,V634 Occupant of heavy transport vehicle injured in collision with car pickup truck or van while boarding or alighting
TzOqE7DtXoE,V635,V635 Occupant of heavy transport vehicle injured in collision with car pickup truck or van driver traffic accident
GOaKA4haXic,V636,V636 Occupant of heavy transport vehicle injured in collision with car pickup truck or van passenger traffic accident
Y7VrGPWBt7C,V637,V637 Occupant of heavy transport vehicle injured in collision with car pickup truck or van person on outside of vehicle traffic accident
HDyaD2B7dCH,V639,V639 Occupant of heavy transport vehicle injured in collision with car pickup truck or van unspecified occupant of heavy transport vehicle traffic accident
GoMVMsZsdqU,V64,V64 Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
tZhI2gEBTcz,V640,V640 Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus driver nontraffic accident
nPYWw7cXaOL,V641,V641 Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus passenger nontraffic accident
pCBSyHSTe4N,V642,V642 Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus person on outside of vehicle nontraffic accident
oURT5XeKokH,V643,V643 Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus unspecified occupant of heavy transport vehicle nontraffic accident
w2xFAmMYrpF,V644,V644 Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus while boarding or alighting
hI1rdHYWyZX,V645,V645 Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus driver traffic accident
hnxT09ZsvDt,V646,V646 Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus passenger traffic accident
